place_name,category,cost_category,indoor_outdoor,popularity_rating,destination_city
Murugan Idli Shop Kanchipuram,Foodie / Budget Backpacker,Budget,indoor,1,Kanchipuram
Mahabalipuram Seafood Restaurants,Foodie / Nature Lover,Mid-range,indoor,2,Kanchipuram
Gecko Mahabalipuram,Foodie / Romantic Couple,Mid-range,indoor,2,Kanchipuram
Wharf Mahabalipuram,Foodie / Relaxation Lover,Premium,indoor,2,Kanchipuram
Kanchipuram Traditional Breakfast Stalls,Foodie / Budget Backpacker,Budget,outdoor,1,Kanchipuram
Mahabalipuram Beach Shacks,Foodie / Nature Lover,Budget,outdoor,2,Kanchipuram
Kanchipuram Temple Prasadam Shops,Spiritual Traveler / Foodie,Budget,indoor,1,Kanchipuram
Mahabalipuram Art Gallery,Culture Seeker / Shopper,Budget,indoor,2,Kanchipuram
Stone Sculpture Museum,Culture Seeker / Family Planner,Budget,indoor,2,Kanchipuram
Kanchipuram Heritage Walking Tour,Culture Seeker / Budget Backpacker,Budget,outdoor,3,Kanchipuram
Mahabalipuram Photography Tour,Culture Seeker / Nature Lover,Budget,outdoor,3,Kanchipuram
Kovalam Backwaters,Nature Lover / Relaxation Lover,Budget,outdoor,2,Kanchipuram
Mahabalipuram Cycling Tour,Adventure Seeker / Culture Seeker,Mid-range,outdoor,3,Kanchipuram
Kanchipuram Silk Factory Visit,Culture Seeker / Shopper,Budget,indoor,2,Kanchipuram
Bay of Bengal Drive Mahabalipuram,Nature Lover / Romantic Couple,Budget,outdoor,2,Kanchipuram
Mahabs Beach Cafe,Foodie / Relaxation Lover,Mid-range,indoor,2,Kanchipuram
Mahabalipuram Fish Market,Culture Seeker / Foodie,Budget,outdoor,2,Kanchipuram
Olcott Memorial School Mahabalipuram,Culture Seeker / Budget Backpacker,Budget,indoor,1,Kanchipuram
Sadras Dutch Fort Ruins,Culture Seeker / Adventure Seeker,Budget,outdoor,2,Kanchipuram
ECR Beach Resorts Area,Relaxation Lover / Romantic Couple,Premium,outdoor,4,Kanchipuram
Sri Lakshmi Narayani Golden Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Vellore
Jalakandeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Vellore
Ratnagiri Murugan Temple,Spiritual Traveler / Adventure Seeker,Budget,both,2,Vellore
Virinjipuram Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Vellore
Margabandeeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Vellore
Sathuvachari Murugan Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Vellore
St. John's Church,Culture Seeker / Spiritual Traveler,Budget,both,1,Vellore
Big Mosque Vellore Fort,Culture Seeker / Spiritual Traveler,Budget,both,1,Vellore
Vellore Fort,Culture Seeker / Budget Backpacker,Mid-range,outdoor,3,Vellore
Archaeological Survey Museum Vellore,Culture Seeker / Budget Backpacker,Budget,indoor,2,Vellore
Government Museum Vellore,Culture Seeker / Budget Backpacker,Budget,indoor,2,Vellore
Tipu Sultan's Mosque,Culture Seeker / Spiritual Traveler,Budget,both,1,Vellore
Yelagiri Hills,Nature Lover / Adventure Seeker,Mid-range,outdoor,5,Vellore
Swamimalai Hills Yelagiri,Adventure Seeker / Nature Lover,Budget,outdoor,3,Vellore
Jalagamparai Waterfalls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Vellore
Punganur Lake Yelagiri,Nature Lover / Relaxation Lover,Budget,outdoor,2,Vellore
Amirthi Zoological Park,Nature Lover / Family Planner,Mid-range,outdoor,4,Vellore
Amirthi Forest,Nature Lover / Adventure Seeker,Budget,outdoor,3,Vellore
Palamathi Hills,Adventure Seeker / Nature Lover,Budget,outdoor,3,Vellore
Kavalur Observatory,Culture Seeker / Family Planner,Mid-range,indoor,2,Vellore
Periyar Park,Nature Lover / Family Planner,Budget,outdoor,2,Vellore
Science Park Vellore,Family Planner / Culture Seeker,Budget,outdoor,2,Vellore
Botanical Garden Yelagiri,Nature Lover / Relaxation Lover,Budget,outdoor,2,Vellore
Rose Garden Yelagiri,Nature Lover / Romantic Couple,Budget,outdoor,1,Vellore
Yelagiri Adventure Camp,Adventure Seeker / Nature Lover,Mid-range,outdoor,4,Vellore
Paragliding at Yelagiri,Adventure Seeker / Romantic Couple,Premium,outdoor,2,Vellore
Trekking at Yelagiri,Adventure Seeker / Nature Lover,Budget,outdoor,4,Vellore
Zip Line Yelagiri,Adventure Seeker / Family Planner,Mid-range,outdoor,2,Vellore
Boating at Punganur Lake,Nature Lover / Family Planner,Mid-range,outdoor,1,Vellore
Main Bazaar Vellore,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Vellore
VIT Market Complex,Shopper / Urban Explorer,Budget,indoor,2,Vellore
Gandhi Road Shopping,Shopper / Urban Explorer,Budget,outdoor,2,Vellore
Yelagiri Handicrafts Market,Shopper / Urban Explorer / Budget Backpacker,Budget,outdoor,2,Vellore
Darling Restaurant Vellore,Foodie / Budget Backpacker,Budget,indoor,1,Vellore
Saravana Bhavan Vellore,Foodie / Budget Backpacker,Budget,indoor,1,Vellore
The Vellore Kitchen,Foodie / Culture Seeker,Mid-range,indoor,1,Vellore
Alankar Virundhu,Foodie / Culture Seeker,Mid-range,indoor,1,Vellore
Sai Sangeet Restaurant,Foodie / Budget Backpacker,Budget,indoor,1,Vellore
Yelagiri Lake View Cafe,Foodie / Romantic Couple,Mid-range,both,2,Vellore
Hotel Aryaas Vellore,Foodie / Budget Backpacker,Budget,indoor,1,Vellore
Peter England Bakery,Foodie / Budget Backpacker,Budget,indoor,1,Vellore
Yelagiri Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Vellore
Telescope Observatory Yelagiri,Family Planner / Nature Lover,Mid-range,indoor,1,Vellore
Sunset Point Yelagiri,Nature Lover / Romantic Couple,Budget,outdoor,1,Vellore
CMC Vellore Campus Tour,Culture Seeker / Family Planner,Budget,outdoor,2,Vellore
VIT University Campus,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Vellore
Silk Farm Yelagiri,Culture Seeker / Family Planner,Budget,outdoor,2,Vellore
Nilavoor Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Vellore
Vellore Nature Park,Nature Lover / Family Planner,Budget,outdoor,2,Vellore
Fundera Park Vellore,Family Planner / Nature Lover,Mid-range,outdoor,2,Vellore
Mordhana Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Vellore
Belagondapalli Fort,Culture Seeker / Adventure Seeker,Budget,outdoor,2,Vellore
Vainu Bappu Observatory,Culture Seeker / Family Planner,Mid-range,indoor,3,Vellore
Tada Falls,Nature Lover / Adventure Seeker,Budget,outdoor,4,Vellore
Natrampalli Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Vellore
Sri Margabandhu Amman Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Vellore
Thiruvalam Shiva Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Vellore
Thirumalaikodi Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Vellore
Vallimalai Murugan Temple,Spiritual Traveler / Adventure Seeker,Budget,both,2,Vellore
Arulmigu Lakshmi Narasimha Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Vellore
Krishnagiri Dam,Nature Lover / Relaxation Lover,Budget,outdoor,3,Vellore
Thandikudi Murugan Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Vellore
Thirthamalai Temple,Spiritual Traveler / Adventure Seeker,Budget,both,3,Vellore
Elagiri Adventure Sports Camp,Adventure Seeker / Nature Lover,Mid-range,outdoor,5,Vellore
Nature Park Yelagiri,Nature Lover / Family Planner,Budget,outdoor,2,Vellore
Velavan Temple Swamimalai,Spiritual Traveler / Adventure Seeker,Budget,both,2,Vellore
Javadu Hills,Nature Lover / Adventure Seeker,Mid-range,outdoor,6,Vellore
Beemanmadavu Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Vellore
Sholinghur Yoga Narasimha Temple,Spiritual Traveler / Adventure Seeker,Budget,both,3,Vellore
Koundinya Wildlife Sanctuary,Nature Lover / Adventure Seeker,Mid-range,outdoor,5,Vellore
Mamandur Fort,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Vellore
Chittor Palace Ruins,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Vellore
Walajapet Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Vellore
Katpadi Junction Shopping Area,Shopper / Urban Explorer,Budget,outdoor,2,Vellore
Yelagiri Tribal Museum,Culture Seeker / Family Planner,Budget,indoor,1,Vellore
Silk Weaving Center Vellore,Culture Seeker / Shopper,Budget,indoor,2,Vellore
Arignar Anna Zoological Park Vandalur,Nature Lover / Family Planner,Mid-range,outdoor,4,Vellore
Hotel Junior Kuppanna,Foodie / Culture Seeker,Mid-range,indoor,1,Vellore
Geetha Cafe Vellore,Foodie / Budget Backpacker,Budget,indoor,1,Vellore
Sri Krishna Sweets Vellore,Foodie / Budget Backpacker,Budget,indoor,1,Vellore
Vasantha Bhavan Vellore,Foodie / Budget Backpacker,Budget,indoor,1,Vellore
Golden Palms Restaurant,Foodie / Relaxation Lover,Mid-range,indoor,2,Vellore
Yelagiri Mountain View Restaurant,Foodie / Nature Lover,Mid-range,both,2,Vellore
Vainu Bappu Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Vellore
Jalakandapuram Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Vellore
Kailasagiri Park Yelagiri,Nature Lover / Family Planner,Budget,outdoor,2,Vellore
Yelagiri Orchidarium,Nature Lover / Relaxation Lover,Budget,outdoor,1,Vellore
Rock Climbing at Yelagiri,Adventure Seeker / Nature Lover,Mid-range,outdoor,3,Vellore
Rappelling at Yelagiri Hills,Adventure Seeker / Nature Lover,Mid-range,outdoor,2,Vellore
Rifle Shooting Range Yelagiri,Adventure Seeker / Family Planner,Mid-range,outdoor,2,Vellore
ATV Rides Yelagiri,Adventure Seeker / Family Planner,Mid-range,outdoor,1,Vellore
Heritage Village Resort Vellore,Relaxation Lover / Romantic Couple,Premium,both,4,Vellore
Muthu Mandapam,Culture Seeker / Spiritual Traveler,Budget,outdoor,1,Vellore
Vellore Fort Light & Sound Show,Culture Seeker / Family Planner,Mid-range,outdoor,1,Vellore
Arcot Fort,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Vellore
Ranipet Industrial Heritage Tour,Culture Seeker / Budget Backpacker,Budget,outdoor,3,Vellore
Ponnai River Viewpoint,Nature Lover / Relaxation Lover,Budget,outdoor,1,Vellore
Vellore Central Mall,Shopper / Urban Explorer,Mid-range,indoor,2,Vellore
Leather Factory Outlet Vellore,Shopper / Urban Explorer,Mid-range,indoor,2,Vellore
Palamathi Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Vellore
Shore Temple Mahabalipuram,Spiritual Traveler / Culture Seeker,Mid-range,outdoor,2,Chengalpattu
Vedagiriswarar Temple Thirukalukundram,Spiritual Traveler / Adventure Seeker,Budget,both,3,Chengalpattu
Kandhaswamy Temple Tirupporur,Spiritual Traveler / Culture Seeker,Budget,both,2,Chengalpattu
Nithya Kalyana Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Chengalpattu
Srinivasa Perumal Temple Semmanjeri,Spiritual Traveler / Culture Seeker,Budget,both,1,Chengalpattu
Tiruvidanthai Lakshmi Narasimha Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Chengalpattu
Vallam Hill Cave Temple,Spiritual Traveler / Adventure Seeker,Budget,outdoor,2,Chengalpattu
Sthalasayana Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Chengalpattu
Pancha Rathas,Culture Seeker / Budget Backpacker,Mid-range,outdoor,2,Chengalpattu
Arjuna's Penance,Culture Seeker / Adventure Seeker,Mid-range,outdoor,2,Chengalpattu
Krishna's Butter Ball,Culture Seeker / Family Planner,Budget,outdoor,1,Chengalpattu
Tiger Cave Mahabalipuram,Adventure Seeker / Culture Seeker,Budget,outdoor,1,Chengalpattu
Varaha Cave Temple,Culture Seeker / Spiritual Traveler,Budget,outdoor,1,Chengalpattu
Mahishasuramardini Cave,Culture Seeker / Spiritual Traveler,Budget,outdoor,1,Chengalpattu
Alamparai Fort,Culture Seeker / Adventure Seeker,Budget,outdoor,2,Chengalpattu
Sadras Fort,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Chengalpattu
Mahabalipuram Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Chengalpattu
Kovalam Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Chengalpattu
Mudaliarkuppam Beach,Nature Lover / Romantic Couple,Budget,outdoor,2,Chengalpattu
Covelong Beach,Adventure Seeker / Nature Lover,Mid-range,outdoor,3,Chengalpattu
Arignar Anna Zoological Park Vandalur,Nature Lover / Family Planner,Mid-range,outdoor,5,Chengalpattu
Madras Crocodile Bank,Nature Lover / Family Planner,Mid-range,both,2,Chengalpattu
Vedanthangal Bird Sanctuary,Nature Lover / Adventure Seeker,Mid-range,outdoor,3,Chengalpattu
Karikili Bird Sanctuary,Nature Lover / Adventure Seeker,Budget,outdoor,2,Chengalpattu
Muttukadu Boat House,Adventure Seeker / Nature Lover,Mid-range,outdoor,2,Chengalpattu
Muttukadu Backwaters,Nature Lover / Relaxation Lover,Budget,outdoor,2,Chengalpattu
Mudaliarkuppam Boat House,Adventure Seeker / Family Planner,Mid-range,outdoor,2,Chengalpattu
Kovalam Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Chengalpattu
DakshinaChitra Museum,Culture Seeker / Family Planner,Mid-range,indoor,3,Chengalpattu
India Seashell Museum,Family Planner / Nature Lover,Mid-range,indoor,2,Chengalpattu
Sculpture Museum Mahabalipuram,Culture Seeker / Budget Backpacker,Budget,indoor,2,Chengalpattu
MGM Dizzee World,Adventure Seeker / Family Planner,Premium,outdoor,6,Chengalpattu
Mayajaal Multiplex,Family Planner / Shopper / Urban Explorer,Mid-range,indoor,4,Chengalpattu
Mahabalipuram Handicrafts Market,Shopper / Urban Explorer / Budget Backpacker,Budget,outdoor,2,Chengalpattu
Stone Sculpture Shops Mahabalipuram,Shopper / Urban Explorer / Culture Seeker,Mid-range,indoor,2,Chengalpattu
Chengalpattu Main Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Chengalpattu
Moonrakers Mahabalipuram,Foodie / Romantic Couple,Mid-range,indoor,2,Chengalpattu
Le Yogi Mahabalipuram,Foodie / Relaxation Lover,Mid-range,indoor,2,Chengalpattu
Mamalla Bhavan,Foodie / Culture Seeker,Budget,indoor,1,Chengalpattu
Sea Shore Garden Restaurant,Foodie / Nature Lover,Mid-range,both,2,Chengalpattu
Saravana Bhavan Chengalpattu,Foodie / Budget Backpacker,Budget,indoor,1,Chengalpattu
Hotel Aryaas Chengalpattu,Foodie / Budget Backpacker,Budget,indoor,1,Chengalpattu
Covelong Point Surf School,Adventure Seeker / Nature Lover,Premium,outdoor,3,Chengalpattu
Mahabalipuram Water Sports,Adventure Seeker / Family Planner,Mid-range,outdoor,2,Chengalpattu
Mahabalipuram Lighthouse,Culture Seeker / Nature Lover,Budget,outdoor,1,Chengalpattu
Mahabalipuram Sunset Point,Nature Lover / Romantic Couple,Budget,outdoor,1,Chengalpattu
Kovalam Beach Sunset View,Nature Lover / Romantic Couple,Budget,outdoor,1,Chengalpattu
Chengalpattu Town Park,Nature Lover / Family Planner,Budget,outdoor,1,Chengalpattu
Mahabalipuram Beach Park,Nature Lover / Relaxation Lover,Budget,outdoor,1,Chengalpattu
Cholamandal Artists Village,Culture Seeker / Relaxation Lover,Mid-range,both,2,Chengalpattu
Sri Maha Bhairavar Rudhra Alayam,Spiritual Traveler / Culture Seeker,Budget,both,2,Chengalpattu
Gnanapureeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Chengalpattu
Kothanda Ramaswamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Chengalpattu
Sri Srarda Shamrakshana Narayanan Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Chengalpattu
Vedhaantheeswarar Cave Temple,Spiritual Traveler / Adventure Seeker,Budget,outdoor,2,Chengalpattu
Giri Varadharaja Perumal Temple Vallam,Spiritual Traveler / Culture Seeker,Budget,both,1,Chengalpattu
Parvati Hill Temples,Spiritual Traveler / Adventure Seeker,Budget,outdoor,2,Chengalpattu
Arulmigu Thiruvadisoolam Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Chengalpattu
Kolavai Lake,Nature Lover / Relaxation Lover,Budget,outdoor,3,Chengalpattu
Veeranam Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Chengalpattu
Wellington Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Chengalpattu
Irumbai Tank,Nature Lover / Relaxation Lover,Budget,outdoor,1,Chengalpattu
Purana Singa Palayam Lake,Nature Lover / Relaxation Lover,Budget,outdoor,1,Chengalpattu
Chembarambakkam Lake Boating,Adventure Seeker / Nature Lover,Mid-range,outdoor,2,Chengalpattu
Kolavai Lake Bird Watching,Nature Lover / Adventure Seeker,Budget,outdoor,3,Chengalpattu
Kolavai Lake Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Chengalpattu
Anjur Lake Sunset Point,Nature Lover / Romantic Couple,Budget,outdoor,1,Chengalpattu
Melmaruvathur Adhiparasakthi Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Chengalpattu
Maraimalai Nagar Town Park,Nature Lover / Family Planner,Budget,outdoor,1,Chengalpattu
Chengalpattu Fort Ruins,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Chengalpattu
Laurel Shopping Mall,Shopper / Urban Explorer,Mid-range,indoor,3,Chengalpattu
Marina Mall Egattur,Shopper / Urban Explorer,Mid-range,indoor,3,Chengalpattu
Chengalpattu Railway Station Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Chengalpattu
Maraimalai Nagar Shopping Street,Shopper / Urban Explorer,Budget,outdoor,2,Chengalpattu
Alandur Textile Market,Shopper / Urban Explorer / Budget Backpacker,Budget,outdoor,2,Chengalpattu
Hotel Saravana Bhavan Maraimalai Nagar,Foodie / Budget Backpacker,Budget,indoor,1,Chengalpattu
Hotel Aryaas Maraimalai Nagar,Foodie / Budget Backpacker,Budget,indoor,1,Chengalpattu
Murugan Idli Shop Chengalpattu,Foodie / Budget Backpacker,Budget,indoor,1,Chengalpattu
A2B Adyar Ananda Bhavan Chengalpattu,Foodie / Budget Backpacker,Budget,indoor,1,Chengalpattu
Krishna Sweets Chengalpattu,Foodie / Budget Backpacker,Budget,indoor,1,Chengalpattu
Junior Kuppanna Restaurant,Foodie / Culture Seeker,Mid-range,indoor,1,Chengalpattu
Vasantha Bhavan Chengalpattu,Foodie / Budget Backpacker,Budget,indoor,1,Chengalpattu
Sangeetha Restaurant Chengalpattu,Foodie / Budget Backpacker,Budget,indoor,1,Chengalpattu
Paranur Railway Station Heritage Walk,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Chengalpattu
Kovalam Backwaters Kayaking,Adventure Seeker / Nature Lover,Mid-range,outdoor,2,Chengalpattu
Mahabalipuram Rock Climbing,Adventure Seeker / Nature Lover,Mid-range,outdoor,3,Chengalpattu
Mudaliarkuppam Fishing Experience,Adventure Seeker / Culture Seeker,Mid-range,outdoor,3,Chengalpattu
Mahabalipuram Heritage Cycling Tour,Culture Seeker / Adventure Seeker,Mid-range,outdoor,3,Chengalpattu
Kovalam Beach Surfing School,Adventure Seeker / Nature Lover,Premium,outdoor,3,Chengalpattu
ECR Scenic Drive,Nature Lover / Romantic Couple,Budget,outdoor,2,Chengalpattu
Mahabalipuram Photography Spots,Culture Seeker / Nature Lover,Budget,outdoor,3,Chengalpattu
Kalpakkam Atomic Energy Museum,Culture Seeker / Family Planner,Budget,indoor,2,Chengalpattu
Kolavai Lake Boating,Adventure Seeker / Nature Lover,Mid-range,outdoor,1,Chengalpattu
Madurantakam Town Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Chengalpattu
Madurantakam Lake Park,Nature Lover / Family Planner,Budget,outdoor,2,Chengalpattu
Nemmeli Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Chengalpattu
Chengalpattu Central Park,Nature Lover / Family Planner,Budget,outdoor,1,Chengalpattu
Uthiramerur Ancient Village,Culture Seeker / Budget Backpacker,Budget,outdoor,3,Chengalpattu
Maraimalai Nagar Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Chengalpattu
Mahabalipuram Fish Market,Culture Seeker / Foodie,Budget,outdoor,2,Chengalpattu
Gingee Fort,Culture Seeker / Adventure Seeker,Mid-range,outdoor,4,Villupuram
Kalyana Mahal Gingee,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Villupuram
Rajagiri Fort,Adventure Seeker / Culture Seeker,Budget,outdoor,3,Villupuram
Krishnagiri Fort Gingee,Adventure Seeker / Culture Seeker,Budget,outdoor,2,Villupuram
Auroville Matrimandir,Spiritual Traveler / Relaxation Lover,Budget,outdoor,3,Villupuram
Auroville Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Villupuram
Savitri Bhavan Auroville,Spiritual Traveler / Culture Seeker,Budget,indoor,2,Villupuram
Sadhana Forest Auroville,Nature Lover / Adventure Seeker,Budget,outdoor,3,Villupuram
Quiet Healing Centre Auroville,Relaxation Lover / Spiritual Traveler,Mid-range,indoor,2,Villupuram
Botanical Garden Auroville,Nature Lover / Relaxation Lover,Budget,outdoor,2,Villupuram
Venugopala Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Villupuram
Mailam Murugan Temple,Spiritual Traveler / Adventure Seeker,Budget,both,2,Villupuram
Thiruvamathur Chola Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Villupuram
Melmalaiyanur Angalamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Villupuram
Venkataramana Temple Gingee,Spiritual Traveler / Culture Seeker,Budget,both,1,Villupuram
Panchavati Panchamukha Anjaneyar Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Villupuram
Lakshmi Narasimha Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Villupuram
Ranganatha Temple Gingee,Spiritual Traveler / Culture Seeker,Budget,both,1,Villupuram
National Fossil Wood Park Tiruvakkarai,Nature Lover / Family Planner,Mid-range,outdoor,3,Villupuram
Kalvarayan Hills,Nature Lover / Adventure Seeker,Budget,outdoor,5,Villupuram
