place_name,category,cost_category,suitable_for,duration_hours,timing,destination_city
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Thenkasi
Agasthiyar Falls Trekking,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,5,06:00-12:00,Thenkasi
Forest Bathing at Courtallam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Thenkasi
Courtallam Valley View,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-19:00,Thenkasi
Papanasam Dam Sunset Point,Nature Lover / Romantic Couple,Budget,Couple,1,17:00-19:00,Thenkasi
Chittar River Banks,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Thenkasi
Tenkasi Heritage Walk,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,3,07:00-10:00,Thenkasi
Medicinal Plants Garden,Nature Lover / Culture Seeker,Budget,Couple / Family,2,09:00-17:00,Thenkasi
Courtallam Temple Pond,Spiritual Traveler / Nature Lover,Budget,Family,1,06:00-19:00,Thenkasi
Brihadeeswarar Temple (Big Temple),Spiritual Traveler / Culture Seeker,Budget,Family,4,06:00-20:30,Thanjavur
Gangaikonda Cholapuram Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Thanjavur
Airavatesvara Temple Darasuram,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Thanjavur
Punnainallur Mariamman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Thanjavur
Thanjai Mamani Koil,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Thanjavur
Swamimalai Murugan Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"05:30-12:30, 16:00-21:00",Thanjavur
Thiruvaiyaru Panchanatheeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Thanjavur
Kumbakonam Temples Circuit,Spiritual Traveler / Culture Seeker,Mid-range,Family,6,06:00-20:00,Thanjavur
Thirubuvanam Kampaheswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Thanjavur
Nageswaraswamy Temple Kumbakonam,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Thanjavur
Thanjavur Maratha Palace,Culture Seeker / Budget Backpacker,Budget,Couple / Family,3,09:00-18:00,Thanjavur
Saraswathi Mahal Library,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,"10:00-13:00, 14:00-17:45",Thanjavur
Sangeetha Mahal,Culture Seeker / Budget Backpacker,Budget,Couple / Family,1,09:00-18:00,Thanjavur
Durbar Hall (Palace Complex),Culture Seeker / Budget Backpacker,Budget,Couple / Family,1,09:00-18:00,Thanjavur
Bell Tower (Palace),Culture Seeker / Adventure Seeker,Budget,Couple / Family,1,09:00-18:00,Thanjavur
Raja Rajan Chola Art Gallery,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-18:00,Thanjavur
Royal Palace Museum,Culture Seeker / Family Planner,Budget,Family,2,09:00-18:00,Thanjavur
District Museum Thanjavur,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:30-17:30,Thanjavur
Tanjore Painting Art Gallery,Culture Seeker / Shopper,Budget,Couple / Family,2,10:00-19:00,Thanjavur
Schwartz Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,09:00-17:00,Thanjavur
St. Peter & Paul Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Thanjavur
Sivaganga Park,Nature Lover / Family Planner,Budget,Family,2,06:00-20:00,Thanjavur
Manora Fort & Garden,Culture Seeker / Nature Lover,Budget,Couple / Family,2,09:00-18:00,Thanjavur
Raja Serfoji Memorial Hall Garden,Nature Lover / Relaxation Lover,Budget,Couple / Family,1,09:00-18:00,Thanjavur
Vijayanagar Fort,Culture Seeker / Adventure Seeker,Budget,Couple / Family,2,08:00-18:00,Thanjavur
Danish Fort Tranquebar,Culture Seeker / Budget Backpacker,Mid-range,Couple / Family,4,09:00-17:00,Thanjavur
Zion Church Tranquebar,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,09:00-17:00,Thanjavur
Grand Anicut Canal Street Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,08:00-21:00,Thanjavur
Tanjore Painting Workshops,Culture Seeker / Shopper / Urban Explorer,Budget,Couple / Family,3,10:00-19:00,Thanjavur
Bronze Casting Centers Swamimalai,Culture Seeker / Shopper,Mid-range,Couple / Family,2,09:00-18:00,Thanjavur
Thanjavur Silk Saree Shops,Shopper / Urban Explorer,Budget,Family,2,10:00-20:00,Thanjavur
Sathars Restaurant,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Thanjavur
Hotel Gnanam,Foodie / Culture Seeker,Budget,Family,1,"11:00-15:00, 19:00-22:00",Thanjavur
Saravana Bhavan Thanjavur,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Thanjavur
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Thanjavur
Sri Krishna Sweets,Foodie / Budget Backpacker,Budget,Just Me / Family,1,08:00-22:00,Thanjavur
Vasantha Bhavan Thanjavur,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Thanjavur
Thanjavur Classical Music Festival,Culture Seeker / Spiritual Traveler,Budget,Family,3,Seasonal (Jan),Thanjavur
Traditional Bharatanatyam Performance,Culture Seeker / Family Planner,Mid-range,Couple / Family,2,19:00-21:00,Thanjavur
Tanjore Painting Workshop,Culture Seeker / Family Planner,Mid-range,Couple / Family,3,10:00-17:00,Thanjavur
Grand Anicut (Kallanai Dam),Culture Seeker / Nature Lover,Budget,Couple / Family,2,06:00-18:00,Thanjavur
Cauvery River Banks,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Thanjavur
Pichavaram Mangrove Forest,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,08:00-17:00,Thanjavur
Point Calimere Wildlife Sanctuary,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,5,06:00-18:00,Thanjavur
Tranquebar Beach,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Thanjavur
Rajali Birds Park,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Thanjavur
Thanjavur Heritage Walk,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,3,07:00-10:00,Thanjavur
Rice Bowl of Tamil Nadu Tour,Culture Seeker / Nature Lover,Budget,Couple / Family,4,09:00-17:00,Thanjavur
Nandi Statue at Big Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:30,Thanjavur
Temple Corridor Paintings,Culture Seeker / Budget Backpacker,Budget,Couple / Family,1,06:00-20:30,Thanjavur
Nellaiappar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,4,"06:00-12:00, 16:00-21:00",Tirunelveli
Krishnapuram Venkatachalapathy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Tirunelveli
Sankaranarayana Temple Sankara Nagar,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Tirunelveli
Arulmigu Krishnapuram Anchaneyar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Tirunelveli
Papavinasam Temple,Spiritual Traveler / Nature Lover,Budget,Family,2,06:00-20:00,Tirunelveli
Athankarai Pallivasal,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,Open 24 hours,Tirunelveli
Suyambulingaswamy Temple Sivagiri,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Tirunelveli
Nanguneri Sree Vaishnava Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Tirunelveli
Thirukkurungudi Nambi Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Tirunelveli
Sri Kumaraswamy Temple Kutralam,Spiritual Traveler / Nature Lover,Budget,Family,2,06:00-20:00,Tirunelveli
Agasthiyar Falls (Papanasam Falls),Nature Lover / Adventure Seeker,Budget,Couple / Family,4,07:00-17:00,Tirunelveli
Manimuthar Waterfalls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Tirunelveli
Banatheertham Falls,Nature Lover / Spiritual Traveler,Budget,Couple / Family,3,08:00-17:00,Tirunelveli
Karaiyar Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Tirunelveli
Papanasam Dam (Karaiyar Dam),Nature Lover / Family Planner,Budget,Family,3,08:00-18:00,Tirunelveli
Manimuthar Dam,Nature Lover / Family Planner,Budget,Family,3,08:00-18:00,Tirunelveli
Mekkara Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,08:00-18:00,Tirunelveli
Servalar Dam,Nature Lover / Romantic Couple,Budget,Couple,2,08:00-18:00,Tirunelveli
Kalakkad Mundanthurai Tiger Reserve,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,6,06:00-18:00,Tirunelveli
Kalakkad Wildlife Sanctuary,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,5,06:00-17:00,Tirunelveli
Kattabomman Memorial Fort,Culture Seeker / Budget Backpacker,Budget,Couple / Family,3,09:00-17:00,Tirunelveli
Panchalankurichi Fort,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-18:00,Tirunelveli
Kazhugumalai Jain Temple & Rock-Cut Cave,Culture Seeker / Adventure Seeker,Budget,Couple / Family,3,09:00-17:00,Tirunelveli
Kappal Matha Church (Ship Church),Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-18:00,Tirunelveli
St. Joseph's Church Palayamkottai,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Tirunelveli
CSI Zion Church Palayamkottai,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Tirunelveli
District Science Centre,Culture Seeker / Family Planner,Budget,Family,3,10:00-18:00,Tirunelveli
Thamirabarani River Bank,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Tirunelveli
Eco Park Tirunelveli,Nature Lover / Family Planner,Budget,Family,2,09:00-19:00,Tirunelveli
Tirunelveli Halwa Shopping,Shopper / Urban Explorer / Foodie,Budget,Family,2,09:00-21:00,Tirunelveli
Tirunelveli Main Market,Shopper / Urban Explorer,Budget,Family,2,08:00-21:00,Tirunelveli
Palayamkottai Market,Shopper / Urban Explorer,Budget,Family,2,08:00-20:00,Tirunelveli
Iruttukadai Halwa Shop,Foodie / Culture Seeker,Budget,Just Me / Family,1,16:00-20:30,Tirunelveli
Sri Murugan Mess,Foodie / Budget Backpacker,Budget,Just Me / Family,1,"11:00-15:00, 19:00-22:00",Tirunelveli
Saravana Bhavan Tirunelveli,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Tirunelveli
Hotel Aryaas Tirunelveli,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Tirunelveli
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Tirunelveli
Sri Krishna Sweets,Foodie / Budget Backpacker,Budget,Just Me / Family,1,08:00-22:00,Tirunelveli
Agasthiyar Hills Trekking,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,6,06:00-12:00,Tirunelveli
Western Ghats Bird Watching,Nature Lover / Adventure Seeker,Budget,Couple / Family,4,06:00-10:00,Tirunelveli
Papanasam Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-18:00,Tirunelveli
Manimuthar Dam Sunset Point,Nature Lover / Romantic Couple,Budget,Couple,1,17:00-19:00,Tirunelveli
Singampatti Zamin Palace,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Tirunelveli
Tirunelveli Katcheri Building,Culture Seeker / Budget Backpacker,Budget,Couple / Family,1,09:00-17:00,Tirunelveli
Kothaiyar Sanatorium,Nature Lover / Relaxation Lover,Mid-range,Couple / Family,4,08:00-18:00,Tirunelveli
Sorimuthu Ayyanar Temple,Spiritual Traveler / Nature Lover,Budget,Family,2,06:00-19:00,Tirunelveli
Tirunelveli Heritage Walk,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,3,07:00-10:00,Tirunelveli
Thamirabarani River Boat Ride,Nature Lover / Family Planner,Budget,Family,1,08:00-18:00,Tirunelveli
Musical Pillars of Nellaiappar Temple,Culture Seeker / Spiritual Traveler,Budget,Family,1,"06:00-12:00, 16:00-21:00",Tirunelveli
Tirunelveli Sangam Literature Sites,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,2,09:00-17:00,Tirunelveli
Devanathaswamy Temple (Thiruvanthipuram),Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Cuddalore
Padaleeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Cuddalore
Nataraja Temple Chidambaram,Spiritual Traveler / Culture Seeker,Budget,Family,4,"06:00-12:00, 17:00-21:00",Cuddalore
Bhuvaraha Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Cuddalore
Sri Singirikudi Narasimha Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Cuddalore
Veeratteswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Cuddalore
Thirupathiripuliyur Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Cuddalore
Pinnai Vazhi Amman Temple Samiyarpettai,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Cuddalore
Annamalai Temple (Tiruvannamalai nearby),Spiritual Traveler / Culture Seeker,Budget,Family,4,"05:00-12:30, 16:00-21:30",Cuddalore
Vridhachalam Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Cuddalore
Silver Beach,Nature Lover / Relaxation Lover,Budget,Couple / Family,3,06:00-18:00,Cuddalore
Samiyarpettai Beach,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Cuddalore
Devanampattinam Beach,Nature Lover / Romantic Couple,Budget,Couple,2,06:00-19:00,Cuddalore
Parangipettai Beach (Porto Novo),Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Cuddalore
Pichavaram Mangrove Forest,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,08:00-17:00,Cuddalore
Pichavaram Boat Ride (Row Boat),Adventure Seeker / Nature Lover,Mid-range,Couple / Family,2,08:00-17:00,Cuddalore
Pichavaram Kayaking,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,2,08:00-16:00,Cuddalore
MGR Thittu (Island near Pichavaram),Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Cuddalore
Fort St. David,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-18:00,Cuddalore
Bhuvanagiri Fort,Culture Seeker / Adventure Seeker,Budget,Couple / Family,3,09:00-18:00,Cuddalore
Danish Settlement Tranquebar,Culture Seeker / Budget Backpacker,Budget,Couple / Family,3,09:00-17:00,Cuddalore
Veeranam Lake,Nature Lover / Family Planner,Budget,Family,3,06:00-18:00,Cuddalore
Perumal Lake (Bird Watching),Nature Lover / Adventure Seeker,Budget,Couple / Family,2,06:00-10:00,Cuddalore
Cuddalore Government Museum,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:30-17:30,Cuddalore
Annamalai University Herbarium,Culture Seeker / Nature Lover,Budget,Couple / Family,2,10:00-17:00,Cuddalore
CAS Marine Biology Aquarium,Culture Seeker / Family Planner,Budget,Family,2,10:00-17:00,Cuddalore
Our Lady of Lourdes Church Cuddalore,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Cuddalore
St. Joseph's Church Porto Novo,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Cuddalore
Children's Park Cuddalore,Family Planner / Nature Lover,Budget,Family,2,09:00-19:00,Cuddalore
Eco Park Silver Beach,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Cuddalore
Cuddalore Main Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,08:00-21:00,Cuddalore
Chidambaram Market,Shopper / Urban Explorer,Budget,Family,2,08:00-20:00,Cuddalore
Handicraft Shops Pichavaram,Shopper / Culture Seeker,Budget,Couple / Family,1,09:00-18:00,Cuddalore
Seafood Stalls Silver Beach,Foodie / Culture Seeker,Budget,Family,1,08:00-20:00,Cuddalore
Saravana Bhavan Cuddalore,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Cuddalore
Hotel Aryaas Cuddalore,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Cuddalore
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Cuddalore
Sri Krishna Sweets,Foodie / Budget Backpacker,Budget,Just Me / Family,1,08:00-22:00,Cuddalore
Local Fish Market Restaurants,Foodie / Culture Seeker,Budget,Family,1,10:00-20:00,Cuddalore
Water Sports at Silver Beach,Adventure Seeker / Family Planner,Mid-range,Couple / Family,2,09:00-17:00,Cuddalore
Fishing Village Tour,Culture Seeker / Nature Lover,Budget,Couple / Family,3,08:00-17:00,Cuddalore
Silver Beach Lighthouse View,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-18:00,Cuddalore
Gadilam River Viewpoint,Nature Lover / Relaxation Lover,Budget,Couple / Family,1,06:00-19:00,Cuddalore
Chidambaram Dance Festival Venue,Culture Seeker / Spiritual Traveler,Budget,Family,3,Seasonal,Cuddalore
Traditional Wood Carving Villages,Culture Seeker / Shopper / Urban Explorer,Budget,Couple / Family,2,09:00-18:00,Cuddalore
Neyveli Lignite Mines (Viewpoint),Culture Seeker / Urban Explorer,Budget,Family,2,09:00-17:00,Cuddalore
Cuddalore Heritage Walk,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,3,07:00-10:00,Cuddalore
Vellar Estuary Bird Watching,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,06:00-10:00,Cuddalore
Cuddalore Old Town Walking Tour,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,2,08:00-11:00,Cuddalore
Sunset Point at Parangipettai,Nature Lover / Romantic Couple,Budget,Couple,1,17:00-19:00,Cuddalore
Thyagaraja Temple Tiruvarur,Spiritual Traveler / Culture Seeker,Budget,Family,4,"05:00-12:00, 16:00-21:00",Tiruvarur
Koothanur Maha Saraswathi Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Tiruvarur
Mannargudi Rajagopalaswamy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,4,"06:00-12:00, 16:00-21:00",Tiruvarur
Srivanchiyam Vanchinathaswamy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Tiruvarur
Thiruveezhimalai Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Tiruvarur
Thirupampuram Seshapureeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Tiruvarur
Thirukkannamangai Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Tiruvarur
Tillaivilagam Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Tiruvarur
Tirumeichur Udhara Kaliyeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Tiruvarur
Enkan Subramanyaswamy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Tiruvarur
Muthupet Mangrove Forest,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,06:00-17:00,Tiruvarur
Muthupet Lagoon Boat Ride,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,3,07:00-17:00,Tiruvarur
Vaduvur Bird Sanctuary,Nature Lover / Adventure Seeker,Budget,Couple / Family,4,06:00-10:00,Tiruvarur
Muthupet Estuary Bird Watching,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,06:00-10:00,Tiruvarur
Muthupet Beach,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Tiruvarur
Thiruthuraipoondi Beach,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Tiruvarur
Tyagaraja Temple Museum,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Tiruvarur
Carnatic Music Trinity Memorial,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Tiruvarur
Ancient Musical Instruments Gallery,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,10:00-17:00,Tiruvarur
Aazhi Ther (Temple Chariot) Viewing,Culture Seeker / Spiritual Traveler,Budget,Family,2,09:00-17:00,Tiruvarur
Thyagaraja Temple 1000 Pillar Hall,Culture Seeker / Spiritual Traveler,Budget,Family,1,"05:00-12:00, 16:00-21:00",Tiruvarur
Mannargudi Temple Gopurams,Culture Seeker / Spiritual Traveler,Budget,Family,1,"06:00-12:00, 16:00-21:00",Tiruvarur
Muthupet Fort Ruins,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-18:00,Tiruvarur
Ancient Chola Capital Sites,Culture Seeker / Budget Backpacker,Budget,Couple / Family,3,09:00-17:00,Tiruvarur
Muthupet Mosque (700 years old),Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,05:00-20:00,Tiruvarur
St. Mary's Church Mannargudi,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Tiruvarur
Rajaji Park Tiruvarur,Nature Lover / Family Planner,Budget,Family,2,06:00-20:00,Tiruvarur
Children's Park Mannargudi,Family Planner / Nature Lover,Budget,Family,1,09:00-19:00,Tiruvarur
Tiruvarur Main Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,08:00-21:00,Tiruvarur
Mannargudi Market,Shopper / Urban Explorer,Budget,Family,2,08:00-20:00,Tiruvarur
Handicraft Shops near Temples,Shopper / Culture Seeker,Budget,Couple / Family,2,09:00-19:00,Tiruvarur
Saravana Bhavan Tiruvarur,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Tiruvarur
Hotel Aryaas Tiruvarur,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Tiruvarur
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Tiruvarur
Sri Krishna Sweets,Foodie / Budget Backpacker,Budget,Just Me / Family,1,08:00-22:00,Tiruvarur
Local Mess (Traditional Food),Foodie / Culture Seeker,Budget,Family,1,"11:00-15:00, 19:00-22:00",Tiruvarur
Muthupet Seafood Stalls,Foodie / Culture Seeker,Budget,Family,1,10:00-20:00,Tiruvarur
Temple Chariot Festival (Seasonal),Culture Seeker / Spiritual Traveler,Budget,Family,5,Seasonal (March-April),Tiruvarur
Carnatic Music Concert (Seasonal),Culture Seeker / Spiritual Traveler,Budget,Couple / Family,3,Seasonal (Dec-Jan),Tiruvarur
Mannargudi Temple Tank,Nature Lover / Spiritual Traveler,Budget,Couple / Family,1,06:00-19:00,Tiruvarur
Thiruveezhimalai Lake,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Tiruvarur
Muthupet Lagoon Sunset Point,Nature Lover / Romantic Couple,Budget,Couple,1,17:00-19:00,Tiruvarur
Mannargudi Temple Tower View,Culture Seeker / Nature Lover,Budget,Couple / Family,1,09:00-17:00,Tiruvarur
Paddy Fields Tour (Rice Bowl),Culture Seeker / Nature Lover,Budget,Couple / Family,3,08:00-17:00,Tiruvarur
Traditional Farming Village Visit,Culture Seeker / Budget Backpacker,Budget,Couple / Family,3,09:00-17:00,Tiruvarur
Tiruvarur Heritage Walk,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,3,07:00-10:00,Tiruvarur
Temple Architecture Tour,Culture Seeker / Spiritual Traveler,Budget,Couple / Family,4,09:00-17:00,Tiruvarur
Fishing Village Experience Muthupet,Culture Seeker / Nature Lover,Budget,Couple / Family,3,08:00-17:00,Tiruvarur
Wooden Walkway Muthupet (162m),Nature Lover / Adventure Seeker,Budget,Couple / Family,1,08:00-17:00,Tiruvarur
Tiruvarur to Mannargudi Temple Circuit,Spiritual Traveler / Culture Seeker,Mid-range,Family,8,06:00-18:00,Tiruvarur
